2	128	120	0
0	1	-2	0	-3	-3	1	-6	8	-3	10	6	0	15	-16	10	-21	-9	-5	-27	22	-22	36	7	16	38	-26	38	-51	0	-31	-47	23	-56	65	-13	50	50	-15	74	-73	30	-69	-46	0	-87	75	-50	86	35	19	93	-69	69	-97	-19	-38	-92	56	-83	100	0	55	83	-38	91	-95	19	-67	-67	18	-91	83	-34	72	48	0	83	-66	44	-69	-29	-14	-69	47	-47	60	12	22	52	-28	43	-46	0	-23	-34	14	-34	31	-6	19	19	-4	22	-17	7	-13	-8	0	-12	7	-5	6	2	1	4	-2	2	-1	0	
-1	1	-2	0	-2	-4	4	-5	9	2	3	11	-11	11	-18	-5	-4	-22	21	-17	29	12	4	36	-34	23	-41	-22	0	-51	50	-27	51	34	-6	66	-65	27	-58	-48	15	-78	80	-24	61	61	-26	86	-91	18	-60	-73	37	-90	98	-10	55	83	-47	88	-100	0	-47	-88	55	-82	97	10	36	88	-59	72	-88	-18	-25	-83	59	-59	76	23	15	74	-55	45	-61	-25	-6	-61	47	-31	45	24	0	46	-36	19	-30	-20	3	-32	25	-10	18	15	-4	18	-14	4	-8	-8	3	-8	6	-1	2	3	-1	2	-1	0	
-1	1	-2	-1	0	-4	6	-2	6	6	-4	11	-15	0	-7	-17	16	-16	25	10	0	32	-34	14	-29	-29	18	-43	51	0	22	52	-43	43	-61	-25	0	-71	69	-29	56	56	-32	77	-87	0	-34	-83	66	-66	88	36	0	97	-91	38	-70	-70	38	-92	100	0	38	92	-70	70	-90	-37	0	-95	86	-35	64	64	-33	80	-83	0	-30	-73	53	-53	65	27	0	66	-56	23	-40	-40	20	-47	46	0	16	38	-26	26	-29	-12	0	-27	21	-9	13	13	-6	14	-12	0	-3	-8	4	-4	4	2	0	2	-1	0	
-1	1	-2	-1	2	-4	6	1	2	9	-10	6	-11	-11	9	-17	22	4	3	27	-29	12	-23	-28	23	-34	44	13	0	51	-54	16	-34	-51	42	-51	65	27	-7	75	-78	15	-39	-73	61	-61	79	42	-18	91	-95	9	-37	-90	76	-62	83	55	-29	96	-100	0	-29	-95	82	-55	75	62	-36	88	-92	-9	-18	-88	76	-41	59	59	-37	70	-74	-15	-7	-70	61	-25	39	47	-31	47	-49	-15	0	-46	40	-12	20	30	-20	25	-25	-10	2	-23	18	-4	7	13	-8	8	-8	-4	1	-6	4	0	1	2	-1	1	
-1	0	-1	-2	3	-3	5	3	-3	8	-11	-2	0	-15	18	-4	9	21	-23	15	-22	-22	20	-30	38	16	-9	45	-51	0	-11	-55	56	-23	37	55	-50	50	-62	-42	30	-73	81	16	0	87	-88	18	-35	-86	79	-53	69	69	-55	82	-92	-38	19	-98	100	0	19	98	-91	38	-54	-81	67	-67	77	51	-34	83	-85	-17	0	-83	78	-15	29	69	-59	39	-47	-47	34	-51	52	22	-10	50	-46	0	-8	-41	34	-14	18	26	-19	19	-19	-13	7	-17	15	3	0	12	-9	2	-2	-6	3	-2	2	2	-1	1	
-1	0	-1	-2	4	-2	3	5	-7	5	-7	-9	11	-11	15	12	-13	19	-24	-13	12	-29	35	11	-8	41	-46	-5	0	-51	56	-6	12	60	-63	19	-27	-65	66	-35	44	66	-64	53	-61	-61	57	-69	77	51	-45	84	-90	-37	29	-94	98	19	-10	99	-100	0	-10	-99	97	-19	28	93	-88	36	-44	-82	75	-50	55	67	-59	59	-61	-50	42	-62	62	33	-25	61	-58	-18	11	-55	51	5	0	46	-41	4	-7	-36	30	-9	10	25	-20	11	-10	-16	12	-10	8	8	-6	7	-5	-3	2	-3	2	1	0	1	
-1	0	0	-2	4	0	0	6	-9	0	0	-12	15	0	0	19	-23	0	0	-27	32	0	0	36	-41	0	0	-46	51	0	0	56	-61	0	0	-66	71	0	0	75	-79	0	0	-83	87	0	0	90	-93	0	0	-95	97	0	0	98	-99	0	0	-100	100	0	0	99	-98	0	0	-97	95	0	0	93	-90	0	0	-87	83	0	0	79	-75	0	0	-71	66	0	0	61	-56	0	0	-51	46	0	0	41	-36	0	0	-32	27	0	0	23	-19	0	0	-15	12	0	0	9	-6	0	0	-4	2	0	0	1	
-1	0	1	-2	4	2	-3	5	-7	-5	7	-9	11	11	-15	12	-13	-19	24	-13	12	29	-35	11	-8	-41	46	-5	0	51	-56	-6	12	-60	63	19	-27	65	-66	-35	44	-66	64	53	-61	61	-57	-69	77	-51	45	84	-90	37	-29	-94	98	-19	10	99	-100	0	10	-99	97	19	-28	93	-88	-36	44	-82	75	50	-55	67	-59	-59	61	-50	42	62	-62	33	-25	-61	58	-18	11	55	-51	5	0	-46	41	4	-7	36	-30	-9	10	-25	20	11	-10	16	-12	-10	8	-8	6	7	-5	3	-2	-3	2	-1	0	1	
-1	0	1	-2	3	3	-5	3	-3	-8	11	-2	0	15	-18	-4	9	-21	23	15	-22	22	-20	-30	38	-16	9	45	-51	0	11	-55	56	23	-37	55	-50	-50	62	-42	30	73	-81	16	0	-87	88	18	-35	86	-79	-53	69	-69	55	82	-92	38	-19	-98	100	0	-19	98	-91	-38	54	-81	67	67	-77	51	-34	-83	85	-17	0	83	-78	-15	29	-69	59	39	-47	47	-34	-51	52	-22	10	50	-46	0	8	-41	34	14	-18	26	-19	-19	19	-13	7	17	-15	3	0	-12	9	2	-2	6	-3	-2	2	-2	1	1	
-1	-1	2	-1	2	4	-6	1	2	-9	10	6	-11	11	-9	-17	22	-4	-3	27	-29	-12	23	-28	23	34	-44	13	0	-51	54	16	-34	51	-42	-51	65	-27	7	75	-78	-15	39	-73	61	61	-79	42	-18	-91	95	9	-37	90	-76	-62	83	-55	29	96	-100	0	29	-95	82	55	-75	62	-36	-88	92	-9	-18	88	-76	-41	59	-59	37	70	-74	15	7	-70	61	25	-39	47	-31	-47	49	-15	0	46	-40	-12	20	-30	20	25	-25	10	-2	-23	18	4	-7	13	-8	-8	8	-4	1	6	-4	0	1	-2	1	1	
-1	-1	2	-1	0	4	-6	-2	6	-6	4	11	-15	0	7	-17	16	16	-25	10	0	-32	34	14	-29	29	-18	-43	51	0	-22	52	-43	-43	61	-25	0	71	-69	-29	56	-56	32	77	-87	0	34	-83	66	66	-88	36	0	-97	91	38	-70	70	-38	-92	100	0	-38	92	-70	-70	90	-37	0	95	-86	-35	64	-64	33	80	-83	0	30	-73	53	53	-65	27	0	-66	56	23	-40	40	-20	-47	46	0	-16	38	-26	-26	29	-12	0	27	-21	-9	13	-13	6	14	-12	0	3	-8	4	4	-4	2	0	-2	1	0	
-1	-1	2	0	-2	4	-4	-5	9	-2	-3	11	-11	-11	18	-5	-4	22	-21	-17	29	-12	-4	36	-34	-23	41	-22	0	51	-50	-27	51	-34	6	66	-65	-27	58	-48	15	78	-80	-24	61	-61	26	86	-91	-18	60	-73	37	90	-98	-10	55	-83	47	88	-100	0	47	-88	55	82	-97	10	36	-88	59	72	-88	18	25	-83	59	59	-76	23	15	-74	55	45	-61	25	6	-61	47	31	-45	24	0	-46	36	19	-30	20	-3	-32	25	10	-18	15	-4	-18	14	4	-8	8	-3	-8	6	1	-2	3	-1	-2	1	0	
0	-1	2	0	-3	3	-1	-6	8	3	-10	6	0	-15	16	10	-21	9	5	-27	22	22	-36	7	16	-38	26	38	-51	0	31	-47	23	56	-65	-13	50	-50	15	74	-73	-30	69	-46	0	87	-75	-50	86	-35	-19	93	-69	-69	97	-19	-38	92	-56	-83	100	0	-55	83	-38	-91	95	19	-67	67	-18	-91	83	34	-72	48	0	-83	66	44	-69	29	14	-69	47	47	-60	12	22	-52	28	43	-46	0	23	-34	14	34	-31	-6	19	-19	4	22	-17	-7	13	-8	0	12	-7	-5	6	-2	-1	4	-2	-2	1	0	
0	-1	2	1	-4	2	2	-6	5	7	-12	-1	11	-11	2	19	-19	-13	26	-8	-12	29	-17	-32	41	8	-36	29	0	-51	43	36	-60	12	31	-58	27	65	-72	-22	66	-44	-8	83	-61	-61	89	-9	-51	77	-28	-91	90	37	-87	46	19	-98	63	77	-100	0	63	-77	19	97	-86	-46	88	-36	-27	89	-50	-75	86	8	-59	59	-8	-79	62	42	-68	20	25	-61	29	54	-55	-11	40	-33	0	46	-32	-26	36	-7	-15	28	-10	-25	22	7	-16	10	1	-15	8	8	-9	1	3	-5	1	4	-2	-1	1	0	
0	-1	2	2	-4	0	4	-4	0	9	-8	-8	15	0	-13	13	0	-23	19	19	-32	0	26	-26	0	41	-33	-33	51	0	-40	40	0	-61	47	47	-71	0	53	-53	0	79	-59	-59	87	0	-64	64	0	-93	67	67	-97	0	70	-70	0	99	-71	-71	100	0	-70	70	0	-98	69	69	-95	0	66	-66	0	90	-61	-61	83	0	-56	56	0	-75	50	50	-66	0	43	-43	0	56	-36	-36	46	0	-29	29	0	-36	22	22	-27	0	16	-16	0	19	-11	-11	12	0	-6	6	0	-6	3	3	-2	0	1	-1	
0	-1	1	2	-4	-2	6	-2	-5	7	-1	-12	11	11	-19	-2	19	-13	-8	26	-12	-29	32	17	-41	8	29	-36	0	51	-36	-43	60	12	-58	31	27	-65	22	72	-66	-44	83	-8	-61	61	9	-89	51	77	-91	-28	90	-37	-46	87	-19	-98	77	63	-100	0	77	-63	-19	97	-46	-86	88	36	-89	27	50	-75	8	86	-59	-59	79	8	-62	42	20	-68	25	61	-54	-29	55	-11	-33	40	0	-46	26	32	-36	-7	28	-15	-10	25	-7	-22	16	10	-15	1	8	-8	-1	9	-3	-5	4	1	-2	1	0	-1	
0	-1	0	2	-3	-3	6	1	-8	3	6	-10	0	15	-10	-16	21	9	-27	5	22	-22	-7	36	-16	-38	38	26	-51	0	47	-31	-23	56	-13	-65	50	50	-74	-15	73	-30	-46	69	0	-87	50	75	-86	-35	93	-19	-69	69	19	-97	38	92	-83	-56	100	0	-83	55	38	-91	19	95	-67	-67	91	18	-83	34	48	-72	0	83	-44	-66	69	29	-69	14	47	-47	-12	60	-22	-52	43	28	-46	0	34	-23	-14	34	-6	-31	19	19	-22	-4	17	-7	-8	13	0	-12	5	7	-6	-2	4	-1	-2	2	0	-1	
1	-1	0	2	-2	-4	5	4	-9	-2	11	-3	-11	11	5	-18	4	22	-17	-21	29	12	-36	4	34	-23	-22	41	0	-51	27	50	-51	-34	66	6	-65	27	48	-58	-15	78	-24	-80	61	61	-86	-26	91	-18	-73	60	37	-90	10	98	-55	-83	88	47	-100	0	88	-47	-55	82	10	-97	36	88	-72	-59	88	18	-83	25	59	-59	-23	76	-15	-74	45	55	-61	-25	61	-6	-47	31	24	-45	0	46	-19	-36	30	20	-32	-3	25	-10	-15	18	4	-18	4	14	-8	-8	8	3	-6	1	3	-2	-1	2	0	-1	
1	-1	-1	2	0	-4	2	6	-6	-6	11	4	-15	0	17	-7	-16	16	10	-25	0	32	-14	-34	29	29	-43	-18	51	0	-52	22	43	-43	-25	61	0	-71	29	69	-56	-56	77	32	-87	0	83	-34	-66	66	36	-88	0	97	-38	-91	70	70	-92	-38	100	0	-92	38	70	-70	-37	90	0	-95	35	86	-64	-64	80	33	-83	0	73	-30	-53	53	27	-65	0	66	-23	-56	40	40	-47	-20	46	0	-38	16	26	-26	-12	29	0	-27	9	21	-13	-13	14	6	-12	0	8	-3	-4	4	2	-4	0	2	0	-1	
1	-1	-1	2	2	-4	-1	6	-2	-9	6	10	-11	-11	17	9	-22	-4	27	-3	-29	12	28	-23	-23	34	13	-44	0	51	-16	-54	34	51	-51	-42	65	27	-75	-7	78	-15	-73	39	61	-61	-42	79	18	-91	9	95	-37	-90	62	76	-83	-55	96	29	-100	0	95	-29	-82	55	62	-75	-36	88	9	-92	18	88	-41	-76	59	59	-70	-37	74	15	-70	7	61	-25	-47	39	31	-47	-15	49	0	-46	12	40	-20	-30	25	20	-25	-10	23	2	-18	4	13	-7	-8	8	4	-8	-1	6	0	-4	1	2	-1	-1	
1	0	-2	1	3	-3	-3	5	3	-8	-2	11	0	-15	4	18	-9	-21	15	23	-22	-22	30	20	-38	-16	45	9	-51	0	55	-11	-56	23	55	-37	-50	50	42	-62	-30	73	16	-81	0	87	-18	-88	35	86	-53	-79	69	69	-82	-55	92	38	-98	-19	100	0	-98	19	91	-38	-81	54	67	-67	-51	77	34	-83	-17	85	0	-83	15	78	-29	-69	39	59	-47	-47	51	34	-52	-22	50	10	-46	0	41	-8	-34	14	26	-18	-19	19	13	-19	-7	17	3	-15	0	12	-2	-9	2	6	-2	-3	2	2	-1	-1	
1	0	-2	1	4	-2	-5	3	7	-5	-9	7	11	-11	-12	15	13	-19	-13	24	12	-29	-11	35	8	-41	-5	46	0	-51	6	56	-12	-60	19	63	-27	-65	35	66	-44	-66	53	64	-61	-61	69	57	-77	-51	84	45	-90	-37	94	29	-98	-19	99	10	-100	0	99	-10	-97	19	93	-28	-88	36	82	-44	-75	50	67	-55	-59	59	50	-61	-42	62	33	-62	-25	61	18	-58	-11	55	5	-51	0	46	-4	-41	7	36	-9	-30	10	25	-11	-20	10	16	-10	-12	8	8	-7	-6	5	3	-3	-2	2	1	-1	0	
1	0	-2	0	4	0	-6	0	9	0	-12	0	15	0	-19	0	23	0	-27	0	32	0	-36	0	41	0	-46	0	51	0	-56	0	61	0	-66	0	71	0	-75	0	79	0	-83	0	87	0	-90	0	93	0	-95	0	97	0	-98	0	99	0	-100	0	100	0	-99	0	98	0	-97	0	95	0	-93	0	90	0	-87	0	83	0	-79	0	75	0	-71	0	66	0	-61	0	56	0	-51	0	46	0	-41	0	36	0	-32	0	27	0	-23	0	19	0	-15	0	12	0	-9	0	6	0	-4	0	2	0	-1	0	
1	0	-2	-1	4	2	-5	-3	7	5	-9	-7	11	11	-12	-15	13	19	-13	-24	12	29	-11	-35	8	41	-5	-46	0	51	6	-56	-12	60	19	-63	-27	65	35	-66	-44	66	53	-64	-61	61	69	-57	-77	51	84	-45	-90	37	94	-29	-98	19	99	-10	-100	0	99	10	-97	-19	93	28	-88	-36	82	44	-75	-50	67	55	-59	-59	50	61	-42	-62	33	62	-25	-61	18	58	-11	-55	5	51	0	-46	-4	41	7	-36	-9	30	10	-25	-11	20	10	-16	-10	12	8	-8	-7	6	5	-3	-3	2	2	-1	-1	0	
1	0	-2	-1	3	3	-3	-5	3	8	-2	-11	0	15	4	-18	-9	21	15	-23	-22	22	30	-20	-38	16	45	-9	-51	0	55	11	-56	-23	55	37	-50	-50	42	62	-30	-73	16	81	0	-87	-18	88	35	-86	-53	79	69	-69	-82	55	92	-38	-98	19	100	0	-98	-19	91	38	-81	-54	67	67	-51	-77	34	83	-17	-85	0	83	15	-78	-29	69	39	-59	-47	47	51	-34	-52	22	50	-10	-46	0	41	8	-34	-14	26	18	-19	-19	13	19	-7	-17	3	15	0	-12	-2	9	2	-6	-2	3	2	-2	-1	1	
1	1	-1	-2	2	4	-1	-6	-2	9	6	-10	-11	11	17	-9	-22	4	27	3	-29	-12	28	23	-23	-34	13	44	0	-51	-16	54	34	-51	-51	42	65	-27	-75	7	78	15	-73	-39	61	61	-42	-79	18	91	9	-95	-37	90	62	-76	-83	55	96	-29	-100	0	95	29	-82	-55	62	75	-36	-88	9	92	18	-88	-41	76	59	-59	-70	37	74	-15	-70	-7	61	25	-47	-39	31	47	-15	-49	0	46	12	-40	-20	30	25	-20	-25	10	23	-2	-18	-4	13	7	-8	-8	4	8	-1	-6	0	4	1	-2	-1	1	
1	1	-1	-2	0	4	2	-6	-6	6	11	-4	-15	0	17	7	-16	-16	10	25	0	-32	-14	34	29	-29	-43	18	51	0	-52	-22	43	43	-25	-61	0	71	29	-69	-56	56	77	-32	-87	0	83	34	-66	-66	36	88	0	-97	-38	91	70	-70	-92	38	100	0	-92	-38	70	70	-37	-90	0	95	35	-86	-64	64	80	-33	-83	0	73	30	-53	-53	27	65	0	-66	-23	56	40	-40	-47	20	46	0	-38	-16	26	26	-12	-29	0	27	9	-21	-13	13	14	-6	-12	0	8	3	-4	-4	2	4	0	-2	0	1	
1	1	0	-2	-2	4	5	-4	-9	2	11	3	-11	-11	5	18	4	-22	-17	21	29	-12	-36	-4	34	23	-22	-41	0	51	27	-50	-51	34	66	-6	-65	-27	48	58	-15	-78	-24	80	61	-61	-86	26	91	18	-73	-60	37	90	10	-98	-55	83	88	-47	-100	0	88	47	-55	-82	10	97	36	-88	-72	59	88	-18	-83	-25	59	59	-23	-76	-15	74	45	-55	-61	25	61	6	-47	-31	24	45	0	-46	-19	36	30	-20	-32	3	25	10	-15	-18	4	18	4	-14	-8	8	8	-3	-6	-1	3	2	-1	-2	0	1	
0	1	0	-2	-3	3	6	-1	-8	-3	6	10	0	-15	-10	16	21	-9	-27	-5	22	22	-7	-36	-16	38	38	-26	-51	0	47	31	-23	-56	-13	65	50	-50	-74	15	73	30	-46	-69	0	87	50	-75	-86	35	93	19	-69	-69	19	97	38	-92	-83	56	100	0	-83	-55	38	91	19	-95	-67	67	91	-18	-83	-34	48	72	0	-83	-44	66	69	-29	-69	-14	47	47	-12	-60	-22	52	43	-28	-46	0	34	23	-14	-34	-6	31	19	-19	-22	4	17	7	-8	-13	0	12	5	-7	-6	2	4	1	-2	-2	0	1	
0	1	1	-2	-4	2	6	2	-5	-7	-1	12	11	-11	-19	2	19	13	-8	-26	-12	29	32	-17	-41	-8	29	36	0	-51	-36	43	60	-12	-58	-31	27	65	22	-72	-66	44	83	8	-61	-61	9	89	51	-77	-91	28	90	37	-46	-87	-19	98	77	-63	-100	0	77	63	-19	-97	-46	86	88	-36	-89	-27	50	75	8	-86	-59	59	79	-8	-62	-42	20	68	25	-61	-54	29	55	11	-33	-40	0	46	26	-32	-36	7	28	15	-10	-25	-7	22	16	-10	-15	-1	8	8	-1	-9	-3	5	4	-1	-2	-1	0	1	
0	1	2	-2	-4	0	4	4	0	-9	-8	8	15	0	-13	-13	0	23	19	-19	-32	0	26	26	0	-41	-33	33	51	0	-40	-40	0	61	47	-47	-71	0	53	53	0	-79	-59	59	87	0	-64	-64	0	93	67	-67	-97	0	70	70	0	-99	-71	71	100	0	-70	-70	0	98	69	-69	-95	0	66	66	0	-90	-61	61	83	0	-56	-56	0	75	50	-50	-66	0	43	43	0	-56	-36	36	46	0	-29	-29	0	36	22	-22	-27	0	16	16	0	-19	-11	11	12	0	-6	-6	0	6	3	-3	-2	0	1	1	
0	1	2	-1	-4	-2	2	6	5	-7	-12	1	11	11	2	-19	-19	13	26	8	-12	-29	-17	32	41	-8	-36	-29	0	51	43	-36	-60	-12	31	58	27	-65	-72	22	66	44	-8	-83	-61	61	89	9	-51	-77	-28	91	90	-37	-87	-46	19	98	63	-77	-100	0	63	77	19	-97	-86	46	88	36	-27	-89	-50	75	86	-8	-59	-59	-8	79	62	-42	-68	-20	25	61	29	-54	-55	11	40	33	0	-46	-32	26	36	7	-15	-28	-10	25	22	-7	-16	-10	1	15	8	-8	-9	-1	3	5	1	-4	-2	1	1	0	
0	1	2	0	-3	-3	-1	6	8	-3	-10	-6	0	15	16	-10	-21	-9	5	27	22	-22	-36	-7	16	38	26	-38	-51	0	31	47	23	-56	-65	13	50	50	15	-74	-73	30	69	46	0	-87	-75	50	86	35	-19	-93	-69	69	97	19	-38	-92	-56	83	100	0	-55	-83	-38	91	95	-19	-67	-67	-18	91	83	-34	-72	-48	0	83	66	-44	-69	-29	14	69	47	-47	-60	-12	22	52	28	-43	-46	0	23	34	14	-34	-31	6	19	19	4	-22	-17	7	13	8	0	-12	-7	5	6	2	-1	-4	-2	2	1	0	
-1	1	2	0	-2	-4	-4	5	9	2	-3	-11	-11	11	18	5	-4	-22	-21	17	29	12	-4	-36	-34	23	41	22	0	-51	-50	27	51	34	6	-66	-65	27	58	48	15	-78	-80	24	61	61	26	-86	-91	18	60	73	37	-90	-98	10	55	83	47	-88	-100	0	47	88	55	-82	-97	-10	36	88	59	-72	-88	-18	25	83	59	-59	-76	-23	15	74	55	-45	-61	-25	6	61	47	-31	-45	-24	0	46	36	-19	-30	-20	-3	32	25	-10	-18	-15	-4	18	14	-4	-8	-8	-3	8	6	-1	-2	-3	-1	2	1	0	
-1	1	2	1	0	-4	-6	2	6	6	4	-11	-15	0	7	17	16	-16	-25	-10	0	32	34	-14	-29	-29	-18	43	51	0	-22	-52	-43	43	61	25	0	-71	-69	29	56	56	32	-77	-87	0	34	83	66	-66	-88	-36	0	97	91	-38	-70	-70	-38	92	100	0	-38	-92	-70	70	90	37	0	-95	-86	35	64	64	33	-80	-83	0	30	73	53	-53	-65	-27	0	66	56	-23	-40	-40	-20	47	46	0	-16	-38	-26	26	29	12	0	-27	-21	9	13	13	6	-14	-12	0	3	8	4	-4	-4	-2	0	2	1	0	
-1	1	2	1	2	-4	-6	-1	2	9	10	-6	-11	-11	-9	17	22	4	-3	-27	-29	12	23	28	23	-34	-44	-13	0	51	54	-16	-34	-51	-42	51	65	27	7	-75	-78	15	39	73	61	-61	-79	-42	-18	91	95	-9	-37	-90	-76	62	83	55	29	-96	-100	0	29	95	82	-55	-75	-62	-36	88	92	9	-18	-88	-76	41	59	59	37	-70	-74	-15	7	70	61	-25	-39	-47	-31	47	49	15	0	-46	-40	12	20	30	20	-25	-25	-10	-2	23	18	-4	-7	-13	-8	8	8	4	1	-6	-4	0	1	2	1	-1	
-1	0	1	2	3	-3	-5	-3	-3	8	11	2	0	-15	-18	4	9	21	23	-15	-22	-22	-20	30	38	16	9	-45	-51	0	11	55	56	-23	-37	-55	-50	50	62	42	30	-73	-81	-16	0	87	88	-18	-35	-86	-79	53	69	69	55	-82	-92	-38	-19	98	100	0	-19	-98	-91	38	54	81	67	-67	-77	-51	-34	83	85	17	0	-83	-78	15	29	69	59	-39	-47	-47	-34	51	52	22	10	-50	-46	0	8	41	34	-14	-18	-26	-19	19	19	13	7	-17	-15	-3	0	12	9	-2	-2	-6	-3	2	2	2	1	-1	
